City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
125,tazovsky,67.4667,67.4667,251.95,93,20,5.49,RU,1700854497
126,colonia,50.9333,50.9333,278.22,85,75,6.69,DE,1700854441
127,el nido,11.1858,11.1858,301.08,81,97,7.77,PH,1700854497
128,gorontalo,0.5412,0.5412,297.15,94,100,1.61,ID,1700854497
129,kingston,17.997,17.997,304.95,66,20,6.69,JM,1700853868
130,pleiku,13.9833,13.9833,288.95,84,97,2.7,VN,1700854498
131,soio,-6.1349,-6.1349,298.48,84,62,2.56,AO,1700854498
132,bredasdorp,-34.5322,-34.5322,288.1,73,36,1.08,ZA,1700854460
133,san fernando,15.0286,15.0286,299.0,90,45,2.3,PH,1700854498
134,lensk,60.7253,60.7253,256.41,93,100,3.08,RU,1700854498
135,port alfred,-33.5906,-33.5906,292.14,97,100,3.03,ZA,1700854499
136,salinopolis,-0.6136,-0.6136,301.82,72,17,6.18,BR,1700854499
137,huilong,31.8111,31.8111,282.66,62,12,4.73,CN,1700854499
138,kismayo,-0.3582,-0.3582,300.5,78,100,3.9,SO,1700854499
139,roosevelt,33.9668,33.9668,275.27,44,12,4.29,US,1700854359
140,olonkinbyen,70.9221,70.9221,273.12,61,100,7.14,SJ,1700854500
141,tralee,52.2704,52.2704,279.9,89,100,2.62,IE,1700854500
142,margaret river,-33.95,-33.95,290.73,62,5,5.9,AU,1700854500
143,mazatlan,23.2167,23.2167,301.13,44,20,3.6,MX,1700854355
144,koumra,8.9126,8.9126,301.25,33,55,0.73,TD,1700854501
145,harstad,68.799,68.799,270.46,81,71,1.54,NO,1700854501
146,nova sintra,14.8667,14.8667,297.03,70,0,7.89,CV,1700854502
147,constantia,44.1833,44.1833,283.54,84,100,4.24,RO,1700854502
148,mitu,1.1983,1.1983,299.28,91,98,1.13,CO,1700854503
149,sysert',56.4953,56.4953,261.09,95,43,2.49,RU,1700854503
150,atafu village,-8.5421,-8.5421,300.42,82,100,8.96,TK,1700854503
151,ambon,-3.6954,-3.6954,300.42,13,40,2.57,ID,1700854504
152,aykhal,66.0,66.0,246.26,100,100,2.5,RU,1700854504
153,onega,63.9061,63.9061,261.84,94,100,2.19,RU,1700854504
154,cidade velha,14.9167,14.9167,300.41,74,20,7.72,CV,1700854505
155,wailua homesteads,22.0669,22.0669,299.12,82,40,3.09,US,1700854505
156,keflavik,64.0049,64.0049,277.39,93,75,10.29,IS,1700854505
157,oban,56.4127,56.4127,273.92,77,67,2.79,GB,1700854506
158,grootfontein,-19.5667,-19.5667,293.91,78,98,3.09,NA,1700854506
159,maine soroa,13.2114,13.2114,300.45,25,100,1.36,NE,1700854506
160,turpan,42.9333,42.9333,275.19,37,13,0.49,CN,1700854507
161,banfora,10.6333,10.6333,301.07,25,6,0.41,BF,1700854507
162,port lincoln,-34.7333,-34.7333,286.98,94,62,3.09,AU,1700854507
163,lompoc,34.6391,34.6391,293.58,55,0,1.34,US,1700854301
164,mushie,-3.0167,-3.0167,295.04,98,100,1.12,CD,1700854508
165,itoman,26.1247,26.1247,293.16,64,75,8.23,JP,1700854508
166,udachny,66.4167,66.4167,244.51,75,99,1.67,RU,1700854509
167,juneau,58.3019,58.3019,280.15,97,100,6.17,US,1700854254
168,stavrovo,56.1331,56.1331,264.0,94,100,1.25,RU,1700854509
169,al qabil,22.571,22.571,294.65,76,6,2.15,OM,1700854509
170,anadyr,64.75,64.75,268.43,93,75,4.0,RU,1700854510
171,sinjhoro,26.0303,26.0303,296.68,27,100,3.99,PK,1700854510
172,arraial do cabo,-22.9661,-22.9661,298.07,78,100,6.69,BR,1700854282
173,keelakarai,9.2333,9.2333,299.42,85,46,3.53,IN,1700854511
174,balen,51.1684,51.1684,279.1,86,43,7.11,BE,1700854511
175,kidal,18.4411,18.4411,295.98,14,16,4.8,ML,1700854511
176,kiunga,-6.1219,-6.1219,295.61,100,100,0.47,PG,1700854512
177,el abiodh sidi cheikh,32.893,32.893,281.67,39,0,3.06,DZ,1700854512
178,egilsstadir,65.2653,65.2653,271.1,64,0,2.57,IS,1700854512
179,el granada,37.5027,37.5027,289.78,33,0,3.6,US,1700854513
180,quellon,-43.1167,-43.1167,288.01,63,0,4.88,CL,1700854513
181,hawaiian paradise park,19.5933,19.5933,299.28,87,20,3.6,US,1700854466
